activity_id,institution_id,source_id,experiment_id,frequency,modeling_realm,table_id,member_id,grid_label,variable_id,temporal_subset,chunk_freq,grid_label,platform,dimensions,cell_methods,path
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,thetao,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.199801-200212.thetao.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,so,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.199801-200212.so.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vmo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.199801-200212.vmo.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.199801-200212.vo.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,volcello,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200301-200712.volcello.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,thetao,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200301-200712.thetao.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,so,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200301-200712.so.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vmo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200301-200712.vmo.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200301-200712.vo.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,volcello,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200801-201212.volcello.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,thetao,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200801-201212.thetao.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,so,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200801-201212.so.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vmo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200801-201212.vmo.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.200801-201212.vo.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,volcello,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201301-201712.volcello.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,thetao,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201301-201712.thetao.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,so,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201301-201712.so.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vmo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201301-201712.vmo.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201301-201712.vo.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,volcello,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201801-202212.volcello.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,thetao,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201801-202212.thetao.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,so,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201801-202212.so.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vmo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201801-202212.vmo.nc
dev,,,om5_b02_minthick1em3_MLErestart,monthly,ocean_Iceland_Norway,,n/a,,vo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/monthly/5yr/ocean_Iceland_Norway.201801-202212.vo.nc
dev,,,om5_b02_minthick1em3_MLErestart,daily,ocean_Iceland_Norway,,n/a,,so,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/daily/5yr/ocean_Iceland_Norway.19580101-19621231.so.nc
dev,,,om5_b02_minthick1em3_MLErestart,daily,ocean_Iceland_Norway,,n/a,,thetao,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/daily/5yr/ocean_Iceland_Norway.19580101-19621231.thetao.nc
dev,,,om5_b02_minthick1em3_MLErestart,daily,ocean_Iceland_Norway,,n/a,,vmo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/daily/5yr/ocean_Iceland_Norway.19580101-19621231.vmo.nc
dev,,,om5_b02_minthick1em3_MLErestart,daily,ocean_Iceland_Norway,,n/a,,volcello,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/daily/5yr/ocean_Iceland_Norway.19580101-19621231.volcello.nc
dev,,,om5_b02_minthick1em3_MLErestart,daily,ocean_Iceland_Norway,,n/a,,vo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/daily/5yr/ocean_Iceland_Norway.19580101-19621231.vo.nc
dev,,,om5_b02_minthick1em3_MLErestart,daily,ocean_Iceland_Norway,,n/a,,so,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/daily/5yr/ocean_Iceland_Norway.19630101-19671231.so.nc
dev,,,om5_b02_minthick1em3_MLErestart,daily,ocean_Iceland_Norway,,n/a,,thetao,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/daily/5yr/ocean_Iceland_Norway.19630101-19671231.thetao.nc
dev,,,om5_b02_minthick1em3_MLErestart,daily,ocean_Iceland_Norway,,n/a,,vmo,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/daily/5yr/ocean_Iceland_Norway.19630101-19671231.vmo.nc
dev,,,om5_b02_minthick1em3_MLErestart,daily,ocean_Iceland_Norway,,n/a,,volcello,,,,,,,/archive/Brandon.Reichl/fre_om5/FMS2023.01_om5_20230927/om5_b02_minthick1em3_MLErestart/gfdl.ncrc5-intel23-prod/pp/ocean_Iceland_Norway/ts/daily/5yr/ocean_Iceland_Norway.19630101-19671231.volcello.nc
